totTime, numVirus, numCellInfect, numCellUninfect, numLatentComp, numLatentIncomp
0.000075, 1000, 100, 1000000, 0, 0 
2.139637, 165759, 935, 999197, 2, 28 
2.721904, 319545, 1798, 997932, 2, 46 
3.076425, 473046, 2643, 996871, 2, 69 
3.332735, 624817, 3519, 995758, 2, 89 
3.531485, 782454, 4411, 994441, 5, 117 
3.694189, 939118, 5295, 993345, 5, 143 
3.831611, 1095618, 6149, 992114, 9, 178 
3.951300, 1249873, 7044, 991090, 9, 202 
4.056576, 1405534, 7935, 990061, 11, 230 
4.150866, 1563656, 8838, 988902, 12, 254 
4.236277, 1719689, 9664, 987760, 13, 283 
4.314477, 1872982, 10513, 986584, 15, 310 
4.386506, 2026288, 11366, 985552, 15, 338 
4.453448, 2178484, 12209, 984442, 16, 362 
4.515732, 2332518, 13100, 983261, 16, 387 
4.574210, 2486313, 13912, 982256, 19, 413 
4.628944, 2639955, 14757, 981134, 20, 442 
4.680865, 2790885, 15559, 980011, 21, 476 
4.730048, 2941651, 16379, 978902, 23, 502 
4.776780, 3092322, 17248, 977810, 24, 529 
4.821313, 3243925, 18091, 976689, 24, 555 
4.863769, 3394425, 18936, 975567, 26, 578 
4.904500, 3544864, 19767, 974477, 29, 599 
4.943437, 3697331, 20611, 973428, 29, 620 
4.980864, 3850989, 21468, 972316, 30, 648 
5.016786, 4000566, 22311, 971183, 30, 678 
5.051411, 4152525, 23216, 969997, 30, 699 
5.084727, 4304805, 24068, 968835, 32, 725 
5.116939, 4456964, 24904, 967690, 33, 755 
5.148018, 4610005, 25741, 966617, 33, 767 
5.178052, 4761072, 26627, 965492, 34, 788 
5.207186, 4914187, 27467, 964426, 34, 810 
5.235471, 5065678, 28249, 963421, 39, 837 
5.262944, 5216338, 29004, 962406, 42, 867 
5.289729, 5366240, 29857, 961332, 42, 895 
5.315700, 5517187, 30716, 960198, 44, 915 
5.340994, 5667677, 31500, 959217, 47, 940 
5.365603, 5818821, 32317, 958133, 48, 959 
5.389595, 5968297, 33169, 957069, 49, 977 
5.413033, 6118744, 34025, 955951, 51, 998 
5.435865, 6267931, 34909, 954807, 51, 1018 
5.458165, 6417639, 35653, 953836, 51, 1045 
5.479983, 6567439, 36481, 952694, 54, 1076 
5.501232, 6716532, 37391, 951547, 54, 1108 
5.522047, 6866520, 38252, 950403, 54, 1129 
5.542390, 7017364, 39104, 949303, 55, 1157 
5.562316, 7167885, 39922, 948239, 58, 1180 
5.581863, 7319351, 40699, 947217, 58, 1213 
5.601003, 7468187, 41521, 946125, 59, 1243 
5.619736, 7616041, 42370, 945016, 62, 1272 
5.638140, 7766400, 43172, 943970, 63, 1301 
5.656167, 7916045, 43966, 942946, 63, 1323 
5.673840, 8064461, 44790, 941854, 65, 1340 
5.691242, 8212821, 45628, 940778, 65, 1361 
5.708328, 8360828, 46468, 939732, 66, 1380 
5.725106, 8510052, 47290, 938672, 69, 1411 
5.741567, 8658969, 48119, 937610, 71, 1429 
5.757747, 8809599, 48973, 936542, 73, 1455 
5.773652, 8959707, 49753, 935508, 74, 1473 
5.789334, 9107545, 50586, 934418, 75, 1495 
5.804749, 9257700, 51359, 933318, 75, 1523 
5.819924, 9405218, 52151, 932270, 77, 1551 
5.834882, 9552418, 52937, 931241, 80, 1571 
5.849596, 9700430, 53714, 930198, 83, 1599 
5.864071, 9849398, 54556, 929074, 85, 1626 
5.878362, 9997982, 55331, 928042, 87, 1650 
5.892438, 10145294, 56132, 926997, 89, 1673 
5.906295, 10292362, 56941, 925918, 89, 1696 
5.919965, 10440791, 57730, 924857, 89, 1714 
5.933458, 10588091, 58497, 923857, 91, 1732 
5.946760, 10735677, 59317, 922776, 91, 1759 
5.959889, 10880441, 60117, 921754, 92, 1777 
5.972825, 11028233, 60989, 920628, 96, 1802 
5.985629, 11175894, 61812, 919499, 98, 1833 
5.998232, 11324554, 62605, 918424, 100, 1873 
6.010697, 11472880, 63439, 917336, 101, 1894 
6.022975, 11619331, 64161, 916352, 104, 1911 
6.035133, 11765380, 64907, 915334, 104, 1937 
6.047127, 11910085, 65664, 914325, 104, 1958 
6.058973, 12055224, 66462, 913300, 105, 1978 
6.070696, 12202016, 67299, 912207, 105, 1997 
6.082278, 12348142, 68128, 911089, 105, 2031 
6.093699, 12493809, 68996, 909965, 109, 2050 
6.104999, 12639207, 69806, 908932, 109, 2065 
6.116181, 12785914, 70597, 907869, 109, 2098 
6.127230, 12931067, 71358, 906862, 109, 2122 
6.138144, 13076182, 72149, 905822, 110, 2149 
6.148947, 13223489, 72882, 904783, 110, 2172 
6.159644, 13368198, 73672, 903742, 111, 2195 
6.170245, 13514068, 74414, 902710, 111, 2217 
6.180715, 13660069, 75189, 901685, 112, 2233 
6.191081, 13804026, 76016, 900624, 114, 2254 
6.201330, 13948552, 76840, 899532, 114, 2274 
6.211479, 14094898, 77638, 898472, 114, 2305 
6.221512, 14240196, 78435, 897442, 118, 2323 
6.231451, 14385826, 79178, 896453, 119, 2342 
6.241284, 14530540, 79922, 895452, 120, 2359 
6.251025, 14674243, 80737, 894430, 121, 2371 
6.260693, 14819476, 81498, 893407, 121, 2388 
6.270248, 14965283, 82404, 892292, 122, 2419 
6.279717, 15111436, 83109, 891320, 123, 2442 
6.289108, 15253996, 83876, 890322, 126, 2457 
6.298401, 15399086, 84595, 889360, 127, 2470 
6.307605, 15541631, 85341, 888366, 127, 2495 
6.316733, 15684119, 86154, 887295, 128, 2520 
6.325768, 15826861, 86974, 886214, 128, 2555 
6.334723, 15971538, 87722, 885258, 133, 2577 
6.343589, 16114487, 88480, 884257, 134, 2596 
6.352388, 16256612, 89226, 883279, 136, 2614 
6.361113, 16400087, 89955, 882270, 140, 2635 
6.369768, 16542219, 90736, 881204, 141, 2663 
6.378351, 16684722, 91522, 880136, 141, 2690 
6.386863, 16829589, 92287, 879137, 141, 2706 
6.395316, 16971240, 93056, 878138, 143, 2729 
6.403700, 17114941, 93798, 877167, 143, 2751 
6.411998, 17257403, 94552, 876200, 143, 2771 
6.420239, 17400170, 95300, 875223, 143, 2793 
6.428389, 17543430, 96021, 874255, 146, 2812 
6.436510, 17685874, 96784, 873239, 148, 2832 
6.444551, 17828013, 97544, 872227, 148, 2851 
6.452542, 17971455, 98357, 871150, 150, 2873 
6.460450, 18113690, 99125, 870101, 153, 2900 
6.468298, 18255814, 99842, 869132, 153, 2922 
6.476092, 18399138, 100629, 868060, 154, 2953 
6.483825, 18541999, 101313, 867146, 155, 2971 
6.491495, 18680973, 102044, 866174, 155, 2990 
6.499114, 18823556, 102826, 865101, 156, 3008 
6.506665, 18965163, 103554, 864103, 157, 3039 
6.514176, 19106640, 104301, 863151, 157, 3061 
6.521629, 19248795, 105112, 862130, 160, 3084 
6.529021, 19390967, 105887, 861092, 160, 3116 
6.536377, 19532155, 106651, 860087, 160, 3130 
6.543669, 19672279, 107392, 859093, 160, 3151 
6.550897, 19812840, 108154, 858085, 162, 3173 
6.558076, 19952604, 108897, 857088, 164, 3195 
6.565216, 20091857, 109613, 856091, 166, 3218 
6.572318, 20232204, 110334, 855148, 167, 3240 
6.579373, 20372137, 111022, 854201, 169, 3271 
6.586374, 20513405, 111761, 853213, 169, 3299 
6.593334, 20651457, 112503, 852224, 173, 3329 
6.600248, 20791656, 113223, 851243, 173, 3352 
6.607118, 20932430, 113959, 850264, 174, 3376 
6.613934, 21071192, 114642, 849287, 175, 3405 
6.620706, 21209961, 115414, 848266, 177, 3422 
6.627435, 21348501, 116130, 847289, 178, 3450 
6.634125, 21486775, 116823, 846378, 179, 3462 
6.640770, 21625043, 117521, 845390, 181, 3484 
6.647378, 21765067, 118231, 844459, 182, 3509 
6.653946, 21905026, 118951, 843539, 182, 3528 
6.660470, 22043749, 119703, 842544, 183, 3548 
6.666946, 22181187, 120498, 841502, 184, 3562 
6.673379, 22320213, 121255, 840512, 185, 3586 
6.679781, 22457722, 121938, 839582, 187, 3607 
6.686149, 22594722, 122630, 838653, 188, 3639 
6.692481, 22732507, 123274, 837736, 191, 3654 
6.698775, 22870129, 124037, 836732, 191, 3671 
6.705040, 23007815, 124770, 835728, 192, 3698 
6.711257, 23144904, 125518, 834722, 193, 3714 
6.717446, 23282485, 126231, 833779, 195, 3728 
6.723589, 23420320, 126965, 832794, 195, 3753 
6.729697, 23557223, 127661, 831837, 196, 3773 
6.735772, 23694651, 128356, 830908, 197, 3789 
6.741819, 23830530, 129062, 829954, 197, 3812 
6.747833, 23966449, 129782, 828988, 197, 3831 
6.753800, 24105143, 130496, 828023, 197, 3857 
6.759749, 24241472, 131188, 827061, 198, 3873 
6.765660, 24377532, 131879, 826108, 200, 3892 
6.771535, 24513400, 132573, 825178, 202, 3914 
6.777374, 24649789, 133333, 824156, 202, 3935 
6.783183, 24785137, 134070, 823185, 202, 3953 
6.788972, 24923041, 134784, 822263, 203, 3973 
6.794725, 25059423, 135488, 821290, 203, 3993 
6.800436, 25196481, 136182, 820309, 205, 4011 
6.806125, 25332462, 136854, 819395, 208, 4030 
6.811783, 25469006, 137540, 818472, 210, 4048 
6.817417, 25604588, 138204, 817575, 211, 4065 
6.823030, 25741525, 138844, 816662, 212, 4091 
6.828611, 25877824, 139530, 815734, 213, 4119 
6.834166, 26012676, 140234, 814792, 214, 4137 
6.839688, 26146055, 140886, 813902, 214, 4156 
6.845188, 26279969, 141543, 812963, 214, 4173 
6.850660, 26414897, 142201, 812059, 214, 4196 
6.856101, 26547889, 142911, 811084, 216, 4218 
6.861519, 26682491, 143574, 810140, 216, 4241 
6.866908, 26815610, 144241, 809250, 223, 4262 
6.872261, 26949965, 144931, 808348, 223, 4279 
6.877606, 27082661, 145565, 807457, 223, 4302 
6.882928, 27216493, 146269, 806531, 223, 4323 
6.888219, 27350195, 146917, 805634, 223, 4351 
6.893492, 27483507, 147560, 804715, 223, 4374 
6.898734, 27617423, 148236, 803762, 225, 4401 
6.903952, 27749058, 148949, 802803, 225, 4427 
6.909140, 27880721, 149711, 801844, 225, 4445 
6.914320, 28012551, 150347, 800942, 225, 4470 
6.919458, 28144404, 151016, 800022, 225, 4499 
6.924568, 28277640, 151681, 799123, 225, 4511 
6.929667, 28409666, 152360, 798179, 225, 4534 
6.934744, 28543040, 153043, 797263, 225, 4553 
6.939787, 28673462, 153739, 796328, 228, 4573 
6.944816, 28805816, 154415, 795434, 228, 4589 
6.949821, 28937981, 155110, 794494, 228, 4619 
6.954804, 29069514, 155785, 793591, 229, 4641 
6.959766, 29201579, 156454, 792667, 230, 4664 
6.964701, 29333628, 157124, 791722, 231, 4684 
6.969610, 29466861, 157845, 790748, 231, 4703 
6.974501, 29596931, 158538, 789823, 232, 4724 
6.979384, 29726535, 159227, 788924, 234, 4742 
6.984237, 29857161, 159896, 788032, 234, 4755 
6.989076, 29987858, 160545, 787119, 236, 4772 
6.993894, 30120350, 161271, 786154, 237, 4794 
6.998677, 30250496, 162031, 785139, 238, 4818 
7.003445, 30381050, 162724, 784207, 239, 4834 
7.008185, 30512332, 163416, 783280, 240, 4847 
7.012908, 30644099, 164053, 782402, 240, 4859 
7.017616, 30774207, 164764, 781474, 240, 4885 
7.022313, 30904460, 165454, 780565, 242, 4900 
7.026981, 31036146, 166086, 779697, 242, 4919 
7.031624, 31166228, 166777, 778771, 245, 4936 
7.036264, 31294861, 167421, 777861, 246, 4956 
7.040875, 31427758, 168101, 776927, 246, 4974 
7.045475, 31558185, 168789, 775987, 246, 4986 
7.050055, 31688227, 169456, 775054, 246, 5005 
7.054605, 31819583, 170065, 774189, 246, 5023 
7.059143, 31950487, 170695, 773288, 246, 5046 
7.063665, 32078466, 171344, 772371, 247, 5063 
7.068174, 32208894, 172025, 771429, 247, 5088 
7.072667, 32340279, 172612, 770611, 248, 5113 
7.077146, 32470320, 173255, 769741, 249, 5135 
7.081599, 32600533, 173905, 768825, 249, 5154 
7.086027, 32728935, 174542, 767943, 251, 5175 
7.090444, 32857734, 175229, 767007, 251, 5190 
7.094849, 32987595, 175903, 766079, 252, 5208 
7.099231, 33116304, 176603, 765142, 253, 5232 
7.103601, 33244298, 177184, 764298, 253, 5246 
7.107953, 33371375, 177829, 763416, 253, 5262 
7.112292, 33499783, 178508, 762493, 255, 5290 
7.116611, 33629729, 179145, 761592, 255, 5310 
7.120913, 33758322, 179767, 760713, 257, 5324 
7.125203, 33887913, 180380, 759847, 260, 5345 
7.129472, 34016952, 180991, 758977, 261, 5357 
7.133728, 34143668, 181582, 758129, 263, 5374 
7.137965, 34271173, 182245, 757237, 263, 5396 
7.142189, 34398256, 182907, 756354, 266, 5424 
7.146400, 34526562, 183580, 755420, 269, 5450 
7.150595, 34654996, 184190, 754538, 270, 5467 
7.154771, 34782713, 184860, 753654, 272, 5485 
7.158941, 34909907, 185484, 752794, 272, 5496 
7.163095, 35039230, 186132, 751902, 273, 5516 
7.167232, 35167245, 186801, 751028, 276, 5540 
7.171356, 35294904, 187413, 750155, 278, 5558 
7.175470, 35422598, 188065, 749262, 278, 5573 
7.179553, 35551269, 188713, 748397, 279, 5589 
7.183629, 35677400, 189374, 747495, 279, 5609 
7.187695, 35804807, 190020, 746630, 279, 5624 
7.191747, 35931866, 190618, 745746, 282, 5645 
7.195787, 36058950, 191267, 744886, 283, 5660 
7.199802, 36185824, 191938, 743995, 284, 5679 
7.203811, 36311341, 192545, 743146, 284, 5697 
7.207806, 36438482, 193194, 742266, 285, 5718 
7.211787, 36564247, 193838, 741403, 286, 5739 
7.215758, 36692693, 194465, 740534, 286, 5758 
7.219710, 36819061, 195074, 739689, 287, 5777 
7.223656, 36944401, 195624, 738888, 287, 5796 
7.227587, 37071738, 196286, 738004, 288, 5815 
7.231497, 37197234, 196962, 737091, 288, 5833 
7.235402, 37323506, 197605, 736180, 289, 5854 
7.239292, 37448258, 198237, 735297, 291, 5867 
7.243171, 37574198, 198859, 734437, 292, 5890 
7.247040, 37698840, 199510, 733550, 294, 5914 
7.250887, 37824505, 200126, 732692, 295, 5935 
7.254731, 37949368, 200775, 731804, 296, 5951 
7.258570, 38074475, 201360, 730964, 298, 5971 
7.262389, 38198853, 201986, 730085, 298, 5998 
7.266197, 38323759, 202551, 729277, 299, 6012 
7.269997, 38449232, 203145, 728444, 300, 6031 
7.273774, 38573194, 203755, 727571, 302, 6053 
7.277547, 38697326, 204417, 726712, 302, 6062 
7.281311, 38823418, 205021, 725843, 305, 6084 
7.285061, 38947537, 205582, 725022, 306, 6099 
7.288804, 39072799, 206261, 724106, 308, 6118 
7.292529, 39199885, 206845, 723304, 309, 6136 
7.296244, 39324852, 207406, 722497, 311, 6154 
7.299946, 39449598, 208069, 721583, 313, 6175 
7.303636, 39573902, 208691, 720704, 315, 6199 
7.307315, 39696123, 209330, 719825, 315, 6218 
7.310987, 39819966, 209945, 718925, 316, 6243 
7.314652, 39943204, 210507, 718069, 316, 6267 
7.318298, 40067267, 211141, 717190, 318, 6291 
7.321938, 40189219, 211679, 716391, 318, 6305 
7.325564, 40313035, 212195, 715633, 321, 6322 
7.329187, 40435911, 212783, 714788, 321, 6345 
7.332795, 40557298, 213404, 713939, 321, 6366 
7.336388, 40680684, 214008, 713090, 323, 6381 
7.339974, 40802976, 214609, 712227, 324, 6399 
7.343543, 40925192, 215206, 711404, 325, 6415 
7.347111, 41049055, 215805, 710572, 325, 6433 
7.350668, 41171362, 216351, 709785, 325, 6447 
7.354215, 41293740, 216908, 708946, 325, 6466 
7.357754, 41416960, 217517, 708087, 326, 6485 
7.361280, 41538809, 218103, 707234, 329, 6510 
7.364795, 41659753, 218706, 706393, 329, 6523 
7.368301, 41781119, 219257, 705580, 329, 6542 
7.371800, 41902428, 219799, 704769, 330, 6560 
7.375289, 42025143, 220422, 703918, 331, 6577 
7.378764, 42144642, 220986, 703105, 333, 6596 
7.382229, 42264733, 221540, 702315, 334, 6611 
7.385683, 42386774, 222120, 701495, 334, 6627 
7.389125, 42508079, 222717, 700655, 334, 6637 
7.392560, 42628311, 223301, 699814, 334, 6657 
7.395991, 42750069, 223859, 699006, 334, 6679 
7.399418, 42868828, 224387, 698230, 334, 6693 
7.402823, 42988446, 224950, 697439, 334, 6711 
7.406223, 43107437, 225527, 696648, 335, 6723 
7.409621, 43225926, 226087, 695851, 337, 6737 
7.413004, 43347667, 226617, 695083, 337, 6754 
7.416379, 43468235, 227140, 694301, 340, 6780 
7.419747, 43586950, 227662, 693547, 342, 6795 
7.423105, 43705775, 228206, 692747, 344, 6813 
7.426460, 43823626, 228798, 691914, 345, 6836 
7.429802, 43943231, 229393, 691090, 345, 6853 
7.433137, 44062643, 229914, 690313, 345, 6867 
7.436460, 44181414, 230497, 689482, 345, 6895 
7.439774, 44301018, 231159, 688589, 345, 6911 
7.443081, 44418984, 231739, 687795, 346, 6928 
7.446374, 44536137, 232268, 687024, 347, 6940 
7.449667, 44653813, 232881, 686183, 348, 6953 
7.452950, 44773235, 233492, 685361, 351, 6969 
7.456221, 44892271, 234033, 684581, 351, 6985 
7.459490, 45009455, 234600, 683787, 352, 7010 
7.462748, 45128025, 235175, 682982, 353, 7033 
7.465994, 45246158, 235702, 682206, 355, 7048 
7.469239, 45365890, 236253, 681409, 357, 7069 
7.472473, 45482976, 236823, 680599, 357, 7080 
7.475703, 45601326, 237458, 679715, 359, 7100 
7.478919, 45718310, 238049, 678895, 360, 7119 
7.482126, 45836914, 238673, 678031, 362, 7141 
7.485322, 45955463, 239215, 677268, 364, 7158 
7.488513, 46070479, 239763, 676477, 365, 7171 
7.491702, 46187153, 240337, 675681, 366, 7180 
7.494879, 46305087, 240939, 674835, 368, 7197 
7.498047, 46423447, 241529, 674009, 368, 7213 
7.501210, 46540722, 242135, 673160, 369, 7224 
7.504360, 46658320, 242637, 672421, 369, 7238 
7.507506, 46776160, 243238, 671601, 372, 7247 
7.510649, 46893682, 243858, 670766, 373, 7265 
7.513782, 47010528, 244401, 669966, 374, 7287 
7.516903, 47128510, 244948, 669183, 374, 7311 
7.520015, 47243835, 245454, 668424, 375, 7325 
7.523124, 47361447, 246020, 667617, 376, 7345 
7.526229, 47478459, 246576, 666830, 376, 7365 
7.529324, 47597274, 247117, 666074, 376, 7381 
7.532419, 47713574, 247629, 665340, 376, 7393 
7.535495, 47830958, 248154, 664571, 378, 7405 
7.538569, 47945795, 248688, 663785, 379, 7431 
7.541635, 48061474, 249276, 662996, 379, 7445 
7.544697, 48178281, 249834, 662195, 380, 7461 
7.547756, 48295188, 250372, 661412, 381, 7475 
7.550799, 48411235, 250915, 660650, 382, 7490 
7.553844, 48527510, 251475, 659889, 384, 7502 
7.556876, 48642576, 252019, 659130, 385, 7512 
7.559902, 48758230, 252530, 658368, 385, 7528 
7.562925, 48873244, 253054, 657583, 385, 7548 
7.565934, 48988030, 253597, 656809, 387, 7565 
7.568937, 49103172, 254075, 656092, 389, 7584 
7.571936, 49217017, 254649, 655301, 392, 7603 
7.574927, 49330998, 255153, 654541, 392, 7623 
7.577913, 49446160, 255696, 653752, 394, 7644 
7.580887, 49558602, 256235, 652993, 394, 7662 
7.583858, 49673695, 256775, 652200, 394, 7677 
7.586823, 49788535, 257300, 651433, 394, 7692 
7.589783, 49900551, 257859, 650654, 394, 7714 
7.592736, 50014446, 258492, 649818, 396, 7734 
7.595679, 50128180, 259058, 649043, 399, 7757 
7.598618, 50242055, 259577, 648283, 400, 7777 
7.601555, 50356645, 260101, 647523, 400, 7794 
7.604479, 50470618, 260626, 646752, 402, 7817 
7.607398, 50584388, 261168, 645959, 402, 7838 
7.610314, 50697488, 261736, 645156, 402, 7860 
7.613216, 50812744, 262264, 644401, 403, 7883 
7.616119, 50927312, 262841, 643598, 403, 7897 
7.619011, 51042518, 263347, 642878, 404, 7918 
7.621900, 51156018, 263872, 642113, 405, 7932 
7.624782, 51268694, 264392, 641339, 405, 7948 
7.627656, 51381010, 264899, 640611, 406, 7969 
7.630528, 51494593, 265374, 639897, 407, 7983 
7.633391, 51609277, 265883, 639148, 409, 7996 
7.636255, 51722232, 266425, 638373, 409, 8007 
7.639112, 51835137, 266914, 637654, 409, 8023 
7.641958, 51947450, 267476, 636880, 409, 8040 
7.644798, 52059563, 267983, 636132, 410, 8057 
7.647638, 52171911, 268534, 635368, 411, 8069 
7.650469, 52283117, 269086, 634589, 411, 8086 
7.653293, 52394021, 269584, 633851, 413, 8103 
7.656111, 52505724, 270103, 633066, 414, 8120 
7.658929, 52617483, 270575, 632337, 415, 8138 
7.661736, 52727960, 271110, 631597, 418, 8151 
7.664543, 52839349, 271622, 630838, 418, 8170 
7.667341, 52951243, 272127, 630096, 419, 8185 
7.670139, 53063028, 272642, 629338, 419, 8202 
7.672922, 53175288, 273140, 628600, 419, 8220 
7.675710, 53287401, 273608, 627881, 419, 8235 
7.678480, 53397847, 274162, 627081, 421, 8251 
7.681254, 53507405, 274733, 626317, 422, 8263 
7.684015, 53618895, 275236, 625583, 423, 8283 
7.686773, 53729421, 275752, 624836, 423, 8295 
7.689525, 53840969, 276290, 624073, 424, 8314 
7.692273, 53950964, 276796, 623334, 425, 8327 
7.695013, 54062215, 277285, 622607, 425, 8339 
7.697751, 54171839, 277801, 621840, 427, 8352 
7.700476, 54281867, 278276, 621122, 427, 8364 
7.703200, 54392802, 278811, 620380, 428, 8375 
7.705920, 54501804, 279339, 619629, 428, 8386 
7.708636, 54609544, 279850, 618890, 429, 8403 
7.711349, 54719917, 280281, 618209, 429, 8420 
7.714059, 54828801, 280788, 617486, 431, 8434 
7.716765, 54937662, 281310, 616742, 431, 8454 
7.719461, 55047157, 281765, 616056, 432, 8469 
7.722160, 55156107, 282248, 615340, 433, 8486 
7.724847, 55263277, 282744, 614618, 434, 8498 
7.727529, 55372304, 283217, 613896, 437, 8520 
7.730209, 55478951, 283678, 613183, 437, 8531 
7.732882, 55586116, 284153, 612482, 437, 8542 
7.735546, 55695836, 284626, 611777, 438, 8554 
7.738211, 55804884, 285086, 611079, 438, 8573 
7.740872, 55911667, 285619, 610338, 439, 8584 
7.743523, 56019700, 286123, 609600, 440, 8600 
7.746174, 56129182, 286632, 608875, 440, 8619 
7.748820, 56238707, 287147, 608132, 440, 8635 
7.751457, 56347517, 287586, 607440, 441, 8647 
7.754087, 56455070, 288085, 606725, 441, 8660 
7.756715, 56565682, 288588, 605960, 443, 8676 
7.759340, 56673022, 289043, 605262, 443, 8693 
7.761961, 56781001, 289509, 604553, 443, 8708 
7.764573, 56889470, 289905, 603909, 443, 8725 
7.767185, 56996638, 290449, 603125, 443, 8740 
7.769790, 57103054, 290904, 602421, 443, 8759 
7.772388, 57210831, 291356, 601735, 443, 8774 
7.774991, 57318507, 291809, 601047, 443, 8800 
7.777583, 57425378, 292273, 600344, 443, 8815 
7.780170, 57533137, 292796, 599583, 443, 8834 
7.782757, 57638079, 293288, 598858, 444, 8853 
7.785334, 57743727, 293762, 598156, 445, 8863 
7.787909, 57849626, 294250, 597452, 446, 8876 
7.790472, 57954145, 294733, 596736, 447, 8893 
7.793039, 58060280, 295211, 596026, 447, 8908 
7.795599, 58166585, 295663, 595349, 447, 8924 
7.798158, 58270930, 296186, 594616, 447, 8939 
7.800711, 58375967, 296648, 593889, 449, 8955 
7.803262, 58481783, 297147, 593154, 450, 8964 
7.805804, 58588925, 297634, 592439, 450, 8984 
7.808342, 58695629, 298040, 591773, 451, 9001 
7.810876, 58800481, 298480, 591062, 452, 9020 
7.813407, 58906852, 298981, 590312, 454, 9038 
7.815936, 59013737, 299484, 589561, 454, 9055 
7.818455, 59119592, 299950, 588853, 455, 9064 
7.820971, 59223459, 300388, 588211, 456, 9084 
7.823485, 59327714, 300783, 587529, 457, 9107 
7.825995, 59434255, 301233, 586833, 458, 9118 
7.828504, 59538785, 301663, 586146, 460, 9131 
7.831003, 59642429, 302120, 585443, 460, 9155 
7.833504, 59745433, 302552, 584784, 462, 9171 
7.836000, 59849546, 302962, 584150, 462, 9194 
7.838485, 59952272, 303392, 583499, 462, 9208 
7.840968, 60055078, 303832, 582836, 462, 9223 
7.843450, 60159612, 304265, 582183, 463, 9241 
7.845935, 60262057, 304719, 581482, 463, 9251 
7.848412, 60364347, 305178, 580795, 463, 9272 
7.850883, 60468677, 305624, 580142, 464, 9286 
7.853348, 60572377, 306058, 579475, 464, 9301 
7.855815, 60674677, 306512, 578808, 467, 9320 
7.858275, 60778685, 306910, 578168, 467, 9340 
7.860735, 60881860, 307342, 577521, 470, 9348 
7.863190, 60984372, 307746, 576885, 471, 9360 
7.865634, 61085875, 308173, 576228, 472, 9373 
7.868079, 61186490, 308629, 575541, 473, 9391 
7.870520, 61288284, 309095, 574855, 475, 9405 
7.872958, 61389382, 309530, 574215, 475, 9425 
7.875389, 61490489, 310009, 573504, 476, 9444 
7.877821, 61593066, 310483, 572804, 476, 9459 
7.880246, 61694914, 310954, 572130, 476, 9476 
7.882670, 61797971, 311372, 571469, 476, 9492 
7.885091, 61899805, 311853, 570752, 476, 9505 
7.887511, 62001107, 312243, 570115, 479, 9519 
7.889921, 62103316, 312658, 569448, 481, 9537 
7.892325, 62203773, 313109, 568736, 481, 9550 
7.894730, 62303358, 313562, 568068, 481, 9558 
7.897135, 62402351, 314001, 567416, 481, 9572 
7.899531, 62504305, 314449, 566729, 481, 9589 
7.901923, 62603067, 314875, 566082, 482, 9601 
7.904314, 62703320, 315306, 565405, 483, 9608 
7.906700, 62803681, 315758, 564721, 484, 9621 
7.909079, 62903532, 316167, 564099, 484, 9637 
7.911456, 63003725, 316627, 563409, 484, 9648 
7.913833, 63103791, 317123, 562709, 486, 9669 
7.916202, 63204343, 317555, 562043, 486, 9687 
7.918574, 63305581, 318007, 561350, 488, 9699 
7.920941, 63406239, 318448, 560656, 490, 9714 
7.923305, 63506892, 318904, 559975, 492, 9726 
7.925666, 63607321, 319421, 559235, 492, 9741 
7.928019, 63707566, 319841, 558594, 492, 9763 
7.930368, 63807322, 320225, 557957, 492, 9778 
7.932715, 63905703, 320636, 557307, 492, 9798 
7.935059, 64006178, 321008, 556677, 492, 9818 
7.937401, 64103512, 321404, 556036, 492, 9832 
7.939740, 64202887, 321797, 555392, 493, 9850 
7.942078, 64302935, 322229, 554732, 495, 9868 
7.944409, 64402904, 322664, 554064, 498, 9881 
7.946737, 64502969, 323141, 553353, 499, 9894 
7.949064, 64600551, 323595, 552671, 500, 9905 
7.951387, 64699871, 324004, 552042, 500, 9931 
7.953704, 64798201, 324471, 551345, 501, 9946 
7.956020, 64896665, 324947, 550652, 502, 9951 
7.958333, 64995260, 325380, 549990, 503, 9964 
7.960639, 65092965, 325824, 549325, 505, 9970 
7.962942, 65191923, 326268, 548646, 507, 9987 
7.965246, 65289068, 326700, 547978, 508, 10011 
7.967546, 65384825, 327069, 547337, 510, 10030 
7.969843, 65483899, 327474, 546704, 510, 10049 
7.972135, 65581691, 327881, 546082, 510, 10060 
7.974427, 65678676, 328299, 545456, 512, 10069 
7.976715, 65775369, 328706, 544789, 512, 10080 
7.979000, 65871454, 329060, 544177, 512, 10095 
7.981277, 65967426, 329439, 543543, 513, 10108 
7.983551, 66064265, 329872, 542872, 515, 10123 
7.985821, 66161189, 330278, 542216, 517, 10141 
7.988094, 66257006, 330686, 541596, 518, 10148 
7.990362, 66353905, 331142, 540905, 519, 10166 
7.992624, 66451714, 331571, 540259, 523, 10176 
7.994885, 66547211, 332020, 539596, 523, 10196 
7.997147, 66643872, 332423, 538955, 523, 10213 
7.999404, 66739642, 332841, 538294, 524, 10221 
8.001660, 66834993, 333283, 537634, 524, 10232 
8.003909, 66930436, 333724, 536996, 524, 10243 
8.006153, 67025658, 334102, 536385, 525, 10258 
8.008397, 67121703, 334542, 535719, 525, 10276 
8.010636, 67218057, 334911, 535106, 526, 10291 
8.012876, 67313502, 335307, 534477, 526, 10305 
